"DEPOSIT.NAME","STATE.or.PROVINCE","COUNTRY","LATITUDE","LONGITUDE","ESTIMATED.LOCATION...Yes.or.No.","RESERVES..RESOURCES.DESIGNATION","RESERVES..RESOURCES.NUMBER","YEARS.NEEDED.TO.DEVELOP","Timeline..1...Short..2...Long.","REE.MINERALOGY","REEs","HEAVY.or.LIGHT","APPLICATIONS","BYPRODUCT...Yes.or.No.","TONNAGE.AND.GRADE","OTHER.ORE.or.SIGNIFICANT.MINERALS","GANGUE.and.ROCKFORMING.MINERALS","AGE..Method..Mineral..Rock.","DEPOSIT.TYPE","HOST.ROCK","COMPANY","COMMENTS","REFERENCES","Icon"
"Ky Khang","Ha Tinh","Vietnam",18.2,106.08333,"No","Proved reserves",1,0,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Ilmenite, Zircon","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Small producer; Coastal placer. 4 orebodies.","O'Driscoll, 1996; ESCAP, 1990","grn_circle"
"Ky Ninh","Ha Tinh","Vietnam",18,106.16667,"No","Inferred resources",5,9999,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Ilmenite, Zircon","Not Available","Not Available","Placer, Shoreline","Dune sand","Not Available","Occurrence, uncertain; Coastal placer. Part of Ky Anh-Cam Xuyen group of deposits.","O'Driscoll, 1996; ESCAP, 1990","wht_blank"
"Kyan Chaung","Thanintharyi","Myanmar",13.5,98.333,"No","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Placer, Alluvial","Alluvium","Not Available","Occurrence","ESCAP, 1998","wht_blank"
"Kyzyl-Ompul","Baikal","Kyrgyzstan",42.35,75.91667,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Titanite, Apatite, Zircon, Ti-Magnetite, Fluorite, Pyrite","Diopside, Nepheline, Feldspar, Amphibole, Biotite, Olivine, Quartz","Permian","Alkalic Igneous","Alkaline syenite, Nepheline syenite, Leucosyenite","Not Available","Occurrence","Kogarko and others, 1995","wht_blank"
"Lackner Lake (Nemegos)","Ontario","Canada",47.75,-83.1667,"No","Indicated resources",4,7,1,"Pyrochlore","Nd","Light","Magnets, Batteries","No","Zone 6- 4.8Mt**; 69.9% mag, 21.9% Apatite, 2.72% REO*","Magnetite, Apatite, Nb, Fluorite, Pyrochlore","Aegirine-Augite, Nepheline, Calcite, Cancrinite, Biotite, Fayalite, Zeolite, Wollastonite, Melanite","1170 plus or minus 24 Ma (K-Ar, Hornblende, pegmatite); 1190 plus or minus 25 Ma (K-Ar, Riebeckite, Quartz syenite)","Alkalic Igneous","Nepheline syenite, Ijolite, Malignite, syenite","Multi-Minerals Ltd. (1982)","Nb-P potential: REE status uncertain; * Grade of REO is for non-metallic fraction (which is over 90 volume % apatite. ** Other ore zones with no REE not included.","Sage and Watkinson, 1991; Woolley, 1987; Harben and Kuzvart, 1996; Pell, 1996; British Sulphur Corporation, 1987; Notholt and others, 1990","orange_blank"
"Lahat Mine","Perak","Malaysia",4.533,101.0667,"Yes","Proved reserves",1,0,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Not Available","Not Available","Not Available","Placer, Alluvial","Not Available","Beh Minerals","Lat/Long for Lahat, Malaysia","J. Hedrick, 2002, written communication; DOE, 2010","grn_circle"
"Lake Innes","New South Wales","Australia",-31.5,152.8833,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","12.4 Mt @.004% Sc","Not Available","Not Available","Not Available","Other - Bauxite- or laterite-hosted","Laterite","Not Available","Occurrence; Ni-Co-Sc laterite deposit formed from weathering of a serpentine.","Hedrick, 1998; Location from Australia National Mapping Agency, 2001, accessed at URL http://www.auslig.gov.au/mapping","wht_blank"
"Lamawpyin-Shwedu Chaung","Mergui district","Myanmar",12.45,98.6,"Yes","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Placer, Alluvial","Stream sediments","Not Available","Occurrence; Lat/Long for Myeik, Burma","ESCAP, 1998","wht_blank"
"Langesundsfjord District (Larvik)","Oslo area","Norway",59,9.75,"No","Inferred resources",5,9999,2,"22 REE-bearing minerals including Apatite; Pyrochlore, Wohlerite, Eudialyte, Zirkelite, Loparite","Ce, La, Nd, Sm, Gd, Y, Pr","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets, Ceramics","No","Not Available","Not Available","Nepheline","Permian?","Alkalic Igneous","Nepheline syenite pegmatites in Monzonite (Larvikite)","Not Available","Occurrence; Pegmatites related to peralkaline rocks.","Larsen, 1996; Moller, 1989a; Location from Rand McNally & Company, 1981","wht_blank"
"Lanshan area","Hunan","China",25.3,112.1,"Yes","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Medium size, 0.03-0.10% REO","Not Available","Not Available","Not Available","Ion Adsorption","Not Available","Not Available","Occurrence, uncertain; Small, scattered, lenticular, discontinuous ore bodies. 50-80% recovery of REO. Lat/Long for city of Lanshan","Zhang Chuanfu, 1994, 1996","wht_blank"
"Laramie Anorthosite Complex","Wyoming","United States of America",41.6667,-105.41667,"Yes","Inferred resources",5,9999,2,"Allanite","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Apatite, Ilmenite, Magnetite","Clinopyroxene","Middle Proterozoic","Alkalic Igneous","Syenite, Magnetite-ilmenite bodies","Not Available","Occurrence; T20-22N R70-71W","King, 1991; Location from Figure 1. http://www.minsocam.org/ammin/AM74/AM74_307.pdf","wht_blank"
"Laughlin Peak","New Mexico","United States of America",36.58156,-104.22953,"No","Indicated resources",4,15,2,"Brockite, Xenotime, Crandallite","Y, Ce","Heavy/Light","Phosphors, Ceramics, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Petroleum refining","No","0.018 - 2.34% total REE oxide","Not Available","Potassium feldspar, Quartz, Calcite, Goethite, Magnetite, Barite, Zircon, Rutile, Manganese oxide","Not Available","Other - Uncertain","Not Available","Not Available","Not active exploration as of 2010; High concentrations of thorium-bearing minerals","USGS, Long, 2010-5220","red_blank"
"Lavrent'evskii","Kola Peninsula","Russia",67.2667,37.01667,"No","Inferred resources",5,9999,2,"Aeschynite (Y), Fergusonite, Y-Titanite, Thalenite, Britholite-(Y), Gadolinite, Allanite, Chevkinite, Pyrochlore, Loparite, Monazite, Bastnasite","Y, Nd, Dy, Ce, Ho, Gd, La, Pr, Sm, Tb, Eu, Er, Tm, Lu","Heavy/Light","Phosphors, Ceramics, Magnets, Lasers, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Petroleum refining, Nuclear industry","No","Not Available","Zircon","Quartz, Amazonite","Early Proterozoic- Karelian","Alkalic Igneous","Aegirine-arfvedsonite granite, Lepidomelane granite","Not Available","Occurrence; Lat-long for the town of Lavrentevskiy.","Belolipetskii and Voloshin, 1996; Kogarko and others, 1995","wht_blank"
"Layan","Phuket","Thailand",8.0333,98.2833,"Yes","Proved reserves",1,0,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","Yes","2.2% Y2O3, 0.36% Monazite (1971)","Cassiterite, Zircon","Quartz","Not Available","Placer, Alluvial","Not Available","Not Available","Producer byproduct Monazite/Xentime; Lat/Long for Choeng Thale","ESCAP and ABMRGG, 1988","grn_circle"
"Lemhi Pass","Idaho","United States of America",44.93728,-113.46451,"No","Indicated resources",4,15,2,"Gadolinite, Fergusonite, Xenotime, Monazite, Allanite","Nd, Sm, Ce, Gd, La, Y, Pr","Light/Heavy","Magnets, Batteries, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Phosphors, Petroleum refining, Ceramics","No","39 Mt @ 0.81% Monazite or 0.51% REO (1989)","Thorite, Rutile, Apatite, Collophane, Pryomorphite, Hematite, Barite, Fluorite","Feldspar, Quartz, Ankerite","90-99 Ma (Pb-alpha, Monazite) -- Precambrian","Metamorphic","Quartzite, Phyllite, Gneiss, Schist","Not Available","Occurrence; Veins. Thorium is dominant mineralization.","Harben and Kuzvart, 1996; Woolley, 1987; Austin and others, 1970; Moller, 1989a; Jackson and Christiansen, 1993; Newton and others, 1960; USGS, Long, 2010-5220; DOE, 2010","red_blank"
"Lemitar and Chupadera Mountains","New Mexico","United States of America",33.85285,-106.95781,"No","Inferred resources",5,9999,2,"Not Available","Ce, La, Y","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics","No","As much as 0.19% by weight of total REE","Not Available","Not Available","Ordovician(potassium-argon method)","Carbonatite","Not Available","Not Available","Not active exploration as of 2010; High concentrations of thorium and uranium caused this site to be discovered in 1954 by United Geophysical Corp.","USGS, Long, 2010-5220","wht_blank"
"Lesnaya Varaka","Not Available","Russia",67.3833,33.06667,"No","Inferred resources",5,9999,2,"RE carbonates, phosphate, & fluocarbonates","Not Available","Not Available","Not Available","No","Not Available","Apatite, Magnetite, Ti-Magnetite, Pyrrhotite, Pyrite, Zircon, Lueshite, Titanite,","Dolomite, Tremolite, Phlogopite, Biotite, Calcite, Quartz,","Not Available","Carbonatite","Carbonatite, Pyroxenite, Olivinite, Ijolite","Not Available","Occurrence","Kogarko and others, 1995","wht_blank"
"Letitia Lake - Mann 1","Labrador","Canada",54.2333,-62.3833,"No","Inferred resources",5,9999,1,"Eudialyte","Ce, La, Y, Nd, Pr, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets","No","Not Available","U, Mn-Pectolite, Aenigmatite, Neptunite, Pyrochlore, Barylite, Eudidymite, Niobophyllite","Albite, Arfvedsonite, Aegirine, Pectolite, Quartz","Middle Proterozoic","Alkalic Igneous","Peralkaline volcano-plutonic complex","Not Available","Occurrence; Y-rich. Prospected as U and Be deposit. Average grades of 0.35-0.4% BeO proved in one zone.","Woolley, 1987; Castor, 1994; Howse and Wardle, 2001","wht_blank"
"Linwu","Hunan","China",25.28333,112.55,"Yes","Indicated resources",4,7,1,"Not Available","Not Available","Not Available","Not Available","No","1500 t, 0.01-0.10% REO","Not Available","Not Available","Not Available","Ion Adsorption","Not Available","Not Available","Occurrence, uncertain; Very small, scattered, irregular orebodies. 40-70% recovery of REE. Lat/Long for center of Linwu county","Zhang Chuanfu, 1994, 1996","orange_blank"
"Little Friar Mountain","Virginia","United States of America",37.7667,-79.1,"No","Inferred resources",5,9999,2,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Ta, Nb, Feldspar","Not Available","Precambrian","Other - Uncertain","Hypersthene granite","Not Available","Occurrence","USGS, 2000, MRDS database","wht_blank"
"Little Friar Mountain (Massie)","Virginia","United States of America",37.76667,-79.1,"No","Probable reserves",2,7,2,"Allanite, Fergusonite","La, Ce, Y, Dy","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Ceramics, Magnets, Lasers","No","Not Available","Microcline, Zircon, Apatite, Magnetite","Quartz, Biotite, Hornblende, Hypersthene","Not Available","Other Igneous-Affiliated (including Pegmatites and Veins.)","Granodiorite","Not Available","Small Past Producer; Pegmatite dike in hypersthene granodiorite.","Mitchell, 1966; Pegau, 1932; Location from USGS, 2000, MRDS database","orange_circle"
"Llano County (Williams Mine, others)","Texas","United States of America",30.669167,-98.472778,"No","Probable reserves",2,7,2,"Allanite, Gadolinite, Fergusonite","La, Ce, Ho, Y, Gd, Dy","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Ceramics, Magnets, Lasers","No","Not Available","Fluorite","Not Available","Middle Proterozoic","Other Igneous-Affiliated (including Pegmatites and Veins.)","Pegmatite","Not Available","Small Past Producer; Several tons of pegmatite were mined prior to 1909.","Moller, 1989a; Location from USGS, 2000, MRDS database","orange_circle"
"Lofdal-Bergville","Damaraland","Namibia",-20.35,14.75,"No","Inferred resources",5,9999,1,"Xenotime, Bastnasite, Monazite, Parisite","Y, Tb, Yb, Eu, Gd, Dy Er, Tm, Lu, La, Ce, Pr, Nd, Sm","Heavy/Light","Phosphors, Ceramics, Magnets, Lasers, Silicon photovoltaic cells, Metal alloys, Nuclear industry, Auto catalysts, Glass additives, Petroleum refining, Batteries, Polishing compounds","No","Not Available","Thorite, Nb, Hematite, Magnetite, Zircon, Fluorite, Apatite, W","Calcite, Limonite","Late Proterozoic","Carbonatite","Carbonatite, Nepheline syenite","Not Available","Occurrence; Swarm of carbonatite dikes in alkaline rocks. 30 km W of Khorixas on Lofdal 491 and Bergville 490 farms.","McManus and Schneider, 1994; Woolley, 2001; Mariano, 2001","wht_blank"
"Lolekek","Not Available","Uganda",1.75,34.45,"No","Inferred resources",5,9999,1,"Pyrochlore?","Nd","Light","Magnets, Batteries","No","Not Available","Apatite, Titanite, Zircon, Pyrite, Pyrochlore, Baddeleyite, Magnetite","Biotite, Tremolite","Not Available","Carbonatite","Ijolite, Melteigite, Nepheline syenite, Carbonatite","Not Available","Occurrence","de Kun, 1987, Mathers, 1994; Woolley, 2001","wht_blank"
"Long Hai","Not Available","Vietnam",10.41667,107.16667,"No","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain","ESCAP, 1990","wht_blank"
"Long Valley","Idaho","United States of America",44.6,-116.05,"Yes","Probable reserves",2,7,2,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Total production-- 6427 t Monazite","Ilmenite, Garnet, Zircon","Not Available","Not Available","Placer, Alluvial","Not Available","Not Available","Past producer; No active exploration as of 2010; Lat/Long for Cascade Lake, Idaho","Roskill, 1988","orange_circle"
"Longchuan Heping","Guangdong","China",24.3,115.05,"Yes","Proved reserves",1,0,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Clay","Not Available","Not Available","Ion Adsorption","Not Available","State-owned","Producer; Lat/Long between Longchuan and Heping","Hedrick and Templeton, 1991","grn_circle"
"Longnan (Zudong?)","Jiangxi/Longnan","China",24.9,114.8,"No","Proved reserves",1,0,1,"Not Available","Not Available","Not Available","Not Available","No","1 Mt REO","Clay","Not Available","Not Available","Ion Adsorption","Weathered granite","Not Available","Producer; High content of MREE and HREE. Possibly a separate orebody in the Ganan Mine.","Anstett, 1986; Morteani, 1991; Wu and others, 1996; Clark and Zheng, 1991; Wen Lu, 1998; Hedrick and Templeton, 1991; Kingsnorth and Harries-Rees, 1993","grn_circle"
"Longonjo (Mt. Chibilundo)","Huambo","Angola",-12.85,15.25,"No","Inferred resources",5,9999,1,"Parisite, Synchysite, others","Ce, La, Nd, Y","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets, Ceramics","No","Not Available","Apatite, Barite, Magnetite, Nb, Strontianite, Th, Zn, Cu","Quartz, Fe oxide","Cretaceous","Carbonatite","Dolomite carbonatite, Feldspathic breccias","Not Available","Occurrence","Premoli, 1994; Alberti and others, 1999, Woolley, 2001","wht_blank"
"Los Archipelago (Los Islands, Iles de Los)","Tamra, Roume, & Kassa islands","Guinea",9.46667,-13.8,"No","Inferred resources",5,9999,1,"Eudialyte, Rossenbuschite, Pyrochlore, Astrophyllite, Rinkite","Ce, La, Y, Nd, Pr, Gd, Yb, Sm, Dy","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets, Lasers, Silicon photovoltaic cells","No","Not Available","Fluorite, Galena, Catapleiite, Villiaumite, Stacyite, Kupletskite, Zr, Wohlerite","Arfvedsonite, Aegirine, Astrophyllite Nepheline, Pyrophanite, Sodalite, Analcime, Lavenite, Serandite","104.3 plus or minus 1.7 Ma (Rb-Sr, whole rock)","Alkalic Igneous","Peralkaline nepheline syenite","Not Available","Occurrence; Islands extensively covered by bauxite.","Moreau and others, 1996; Woolley, 2001","wht_blank"
"Lovozero","Not Available","Russia",67.78333,34.75,"No","Probable reserves",2,3,2,"Loparite, Eudialyte, Rinkite, Ancylite, Mosandrite, Monazite, Burbankite, Bastnasite, Huanghoite, Rhabdophane, Synchysite, Carbonate-Fluorapatite","Ce, La, Y, Nd, Pr, Gd, Sm, Tb, Eu, Dy, Er, Tm, Lu","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets, Lasers, Nuclear industry","Yes",">1000. Mt @ 0.8-1.5% REO","Pyrochlore, Apatite, Zircon, Strontianite, Murmanite, Lamprophyllite, Villiaumite, Titanite, Lavenite, Ilmenite, Lovozerite, Chinglusuite, Fluorite?","Nepheline, Microcline, Arfvedsonite, Analcime, Aegirine, Diopside, Analcime, Albite, Natrolite, Sodalite","386 plus or minus 12 Ma to 406 plus or minus 12 Ma (K-Ar, Nepheline, Urtite-ijolite)","Alkalic Igneous","Lujavrite, Foyaite, Urtite, Syenite, Nepheline syenite; Min also in alkaline pegmatites and hydrothermal veins","Not Available","Nb producer w/ byproduct REE from loparite; Loparite min. is in urtite- foyaite-lujavrite rocks. Eudialyte lujavrite complex is being assessed for Zr and Y. Towner gives longitude as 35-05E.","Castor, 1994; Kogarko and others, 1995; Hedrick and Templeton, 1991; Mariano, 1989; Chakhmouradian, 1996; Belolipetskii and Voloshin, 1996; http://indrus.in/articles/2011/02/07/rem_stakes_a_rare_chance_for_russia_12134.html","ltblu_circle"
